阿胶	［同］驴皮胶 
赵公元帅	［同］财神 财神爷 
照1	［同］许可证 执照 
照2	［同］影 肖像 照片 相片 
照3	［同］映 反光 反射 反照 
照搬	［同］搬教条 生搬硬套 生吞活剥 
照办	［同］仿办 
照本宣科	［同］形而上学 教条主义 
照顾1	［同］顾全 顾惜 顾及 
照顾2	［同］看顾 照料 照应 照看 
照葫芦画瓢	［同］如法炮制 人云也云 亦步亦趋 照虎画猫 ［反］独出心裁 独具匠心 独树一帜 独辟蹊径 不落窠臼 别开生面 
照虎画猫	［同］照葫芦画瓢 如法炮制 人云也云 亦步亦趋 ［反］独出心裁 独具匠心 独树一帜 独辟蹊径 不落窠臼 别开生面 
照会1	［同］通告 知照 关照 知会 
照会2	［同］知照 
照旧	［同］照例 照样 循例 援例 
照看	［同］照顾 看顾 照料 照应 
照例	［同］照样 循例 援例 照旧 
照亮	［同］照明 烛照 光照 普照 
照料	［同］照应 照看 照顾 看顾 
照面	［同］露头 露相 出面 露面 
照明	［同］烛照 光照 普照 照亮 
照片	［同］相片 照 影 肖像 
照射	［同］投射 映射 映照 照耀 
照相	［同］摄影 留影 拍摄 拍照 
照相机	［同］摄影机 
照样	［同］循例 援例 照旧 照例 
照耀	［同］照射 投射 映射 映照 
照应1	［同］应和 前呼后应 呼应 
照应2	［同］照看 照顾 看顾 照料 
照用	［同］套用 袭用 沿用 
照准	［同］准予 准许 许可 批准 
罩1	［同］披 套 
罩2	［同］罩子 
罩袍	［同］外罩 罩衫 袍罩儿 
罩衫	［同］袍罩儿 罩袍 外罩 
罩袖	［同］套袖 暖袖 
罩子	［同］罩 
兆1	［同］一百万 
兆2	［同］预示 预兆 预告 
兆头	［同］预兆 先兆 
肇端	［同］发端 发轫 开初 开端 
肇事	［同］滋事 生事 闹事 惹事 
召唤	［同］呼唤 唤起 号召 ［反］答应 
召回	［反］派遣 
召祸	［同］招灾惹祸 
召集	［同］招集 集合 
召集人	［同］主婚人 主祭人 主持人 主席 
召开	［同］举行 
召之即来	［同］响应 闻风而起 一呼百应 堂上一呼 阶下百诺 
遮	［同］遮藏 遮掩 挡 遮挡 
遮蔽	［反］裸露 露出 
遮藏	［同］遮掩 挡 遮挡 遮 
遮挡1	［同］掩蔽 隐身草 屏障 屏蔽 ［反］裸露 露出 
遮挡2	［同］遮 遮藏 遮掩 挡 
遮盖1	［同］覆盖 苫 盖 ［反］裸露 露出 
遮盖2	［同］掩盖 覆盖 覆 盖 
遮盖3	［同］遮羞 遮掩 掩盖 掩饰 
遮天盖地	［同］铺天盖地 满坑满谷 漫山遍野 
遮羞	［同］遮掩 掩盖 掩饰 遮盖 
遮掩1	［同］挡 遮挡 遮 遮藏 ［反］裸露 露出 
遮掩2	［同］掩盖 掩饰 遮盖 遮羞 
遮眼法	［同］障眼法 
遮住	［反］裸露 露出 
折1	［同］撅 拗 折断 拗断 
折2	［同］扣 折扣 折头 
折3	［同］折叠 叠 
折4	［同］折断 断裂 断 
折5	［同］折子 
折半	［同］减半 
折本	［同］赔体 蚀 赔钱 
折变	［同］变 换 变卖 变产 
折尺	［同］比例尺 标尺 尺 
折叠	［同］叠 折 
折断1	［同］断裂 断 折 
折断2	［同］拗断 折 撅 拗 
折服1	［同］降伏 收服 驯服 
折服2	［同］心服口服 信服 服气 心服 
折跟头	［同］滚翻 翻跟头 翻斤斗 
折耗	［同］伤耗 损耗 亏耗 消耗 
折扣	［同］折头 折 扣 
折磨1	［同］磨折 磨难 
折磨2	［同］折腾 揉磨 揉搓 煎熬 
折木飞屋	［同］风声大作 大风呼啸 狂风怒号 飞砂走石 
折算	［同］换算 
折腾1	［同］翻来覆去 辗转反侧 翻身 辗转 
折腾2	［同］揉磨 揉搓 煎熬 折磨 
折头	［同］折 扣 折扣 
折腰1	［同］躬身 弯腰 哈腰 窝腰 
折腰2	［同］哈腰 打躬 打躬作揖 鞠躬 
折腰3	［同］扭 扭搭 
折帐	［同］偿还 还债 还帐 抵帐 
折子	［同］折 
折子戏	［反］本戏 
哲理	［同］学理 医理 药理 病理 
哲人	［同］高人 圣贤 圣人 贤人 ［反］愚人 蠢人 
蛰虫昭苏	［同］复苏 苏息 
蛰伏	［同］幽居 隐居 蛰居 
蛰居	［同］蛰伏 幽居 隐居 
这	［同］此时 此刻 这时 这时侯 ［反］那 
这边	［同］这块儿 这搭 这里 
这搭	［同］这里 这边 这块儿 
这儿	［反］那儿 
这个	［反］那个 
这会儿	［反］那会儿 
这块儿	［同］这搭 这里 这边 
这里	［同］这边 这块儿 这搭 ［反］那里 
这么	［同］这么样 这么着 这样 ［反］那么 
这么样	［同］这么着 这样 这么 
这么着	［同］这样 这么 这么样 
这时	［同］这时侯 这 此时 此刻 
这时候	［同］这 此时 此刻 这时 
这时节	［同］逢年过节 过节 
这些	［反］那些 
这样	［反］那样 
这样	［同］这么 这么样 这么着 
这麽点儿	［同］这麽些儿 一点点 一点儿 一些儿 
这麽些	［同］多 许多 好多 好些 
这麽些儿	［同］一点点 一点儿 一些儿 这麽点儿 
珍	［同］珍品 宝物 宝贝 宝 
珍宝	［反］草芥 土芥 
珍本	［同］秘本 秘籍 孤本 
珍藏	［同］保藏 储藏 贮藏 收藏 
珍品	［同］宝物 宝贝 宝 珍 
珍禽	［同］飞禽 涉禽 游禽 鸣禽 
珍视	［同］珍惜 尊重 看重 重视 
珍玩	［同］文玩 清玩 
珍闻	［同］罕闻 逸闻 奇闻 要闻 
珍惜1	［同］爱惜 
珍惜2	［同］尊重 看重 重视 珍视 
珍重	［同］保重 
珍珠贝	［同］蚬 扇贝 
珍馐	［同］甘旨 美食 美味美肴 佳肴 
斟酌1	［同］锤炼 字斟句酌 推敲 琢磨 
斟酌2	［同］酌办 参酌 揣摩 琢磨 
真	［反］假 伪 赝 
真诚	［同］热诚 至诚 赤诚 虔诚 ［反］虚伪 
真分数	［反］假分数 
真话	［同］真心话 实话 实心话 肺腑之言 ［反］假话 谎话 谎言 瞎话 白话 鬼话 实事求是 
真迹	［同］墨 墨迹 手迹 手笔 
真空管	［同］电子管 
真理	［同］真谛 
真率	［同］率真 真心 纯真 真挚 
真皮	［同］包皮 倒刺 蛞 头皮 
真切	［同］热切 殷切 ［反］模糊 隐约 
真情1	［同］实情 实况 事实 真相 
真情2	［同］至情 情素 肝胆 
真人	［同］祖师 
真嗓子	［同］本嗓子 嗓 嗓门儿 嗓子 
真实	［反］虚假 假 
真书	［同］正楷 楷体 楷书 正书 
真相1	［同］实质 精神 本质 本质 ［反］假想 
真相2	［同］真情 实情 实况 事实 
真相大白	［同］水落石出 
真像	［同］画像 肖像 真影写真 
真心1	［同］纯真 真挚 真率 率真 
真心2	［同］童心 
真心诚意	［同］诚心诚意 真心实意 实心实意 开诚相见 
真心话	［同］实话 实心话 肺腑之言 真话 
真心实意1	［同］诚心诚意 实心实意 ［反］虚情假意 
真心实意2	［同］实心实意 开诚相见 真心诚意 诚心诚意 
真影	［同］遗照 遗像 遗容 神像 
真影写真	［同］真像 画像 肖像 
真宰	［同］天帝 造物主 上帝 
真真切切	［反］影影绰绰 
真正	［反］虚假 假 
真知灼见	［同］卓见 灼见 高见 远见 ［反］一得之见 
真挚	［同］真率 率真 真心 纯真 
真谛	［同］真理 
甄拔1	［同］拔取 挑选 选拔 简拔 
甄拔2	［同］选材 简拔 
甄选	［同］提选 挑选 拣选 精选 
砧	［同］砧子 
砧板	［同］案板 菜墩子 
砧子	［同］砧 
臻	［同］上 达到 达成 达 
贞洁	［同］贞烈 节烈 从一而终 
贞烈	［同］节烈 从一而终 贞洁 
针1	［同］针剂 
针2	［同］注射器 
针刺	［同］扎针 
针对	［同］对 
针锋相对	［同］针尖对麦芒 水火不相容 ［反］逆来顺受 唾面自干 
针剂	［同］针 
针尖地	［同］立锥之地 置锥之地 弹丸之地 一隅之地 
针尖对麦芒	［同］水火不相容 针锋相对 
针脚	［同］波长 射程 跨度 
针筒	［同］针头 
针头	［同］针筒 
针线	［同］针线活儿 
针线活儿	［同］针线 
针叶树	［反］阔叶树 
侦查	［同］侦探 侦缉 查访 察访 
侦察	［同］侦探 
侦缉	［同］查访 察访 侦查 侦探 
侦探1	［同］侦察 
侦探2	［同］侦缉 查访 察访 侦查 
枕	［同］枕头 
枕流融石	［同］杜门却扫 闭门谢客 息交绝游 漱石枕流 
枕木	［同］道木 原木 
枕头	［同］枕 
枕席	［同］卧榻 行军床 床铺 床榻 
疹	［同］块 疙瘩 屹瘩 包 
诊	［同］听诊 诊察 诊视 
诊察	［同］诊视 诊 听诊 
诊断	［同］确诊 
诊疗所	［同］门诊所 
诊脉	［同］号脉 评脉 切脉 把脉 
诊视	［同］诊 听诊 诊察 
震	［同］地震 地动 
震耳欲聋	［同］声震屋宇 声震林木 响彻云霄 穿云裂石 
震风	［同］台风 大风 厉风 疾风 
震古烁今	［同］光焰万丈 惊天动地 顶天立地 
震基	［同］风级 
震惊1	［同］惊人 惊心 
震惊2	［同］受惊 吃惊 
震怒	［同］盛怒 大怒 
震天	［同］雷鸣 雷动 如雷 
振	［同］扇动 扑扇 扑棱 
振笔疾书	［同］援笔急书 挥洒而就 走笔疾书 振笔直书 
振笔直书	［同］振笔疾书 援笔急书 挥洒而就 走笔疾书 
振臂	［同］举杯 把酒 把盏 持觞 
振翅高飞	［同］翼振云霄 蛟龙得水 春风得意 飞黄腾达 
振奋	［同］振作 抖擞 饱满 旺盛 ［反］不振 委靡 颓丧 颓靡 颓废 颓唐 
振幅	［同］波幅 
振衣而起	［同］拂衣而起 
振作	［同］抖擞 饱满 旺盛 振奋 ［反］不振 委靡 颓丧 颓靡 颓废 颓唐 
镇1	［同］冷却 冷 凉 激 
镇2	［同］镇子 市镇 集镇 
镇定	［同］镇静 沉着 ［反］发慌 慌忙 慌张 慌乱 
镇反	［同］肃反 
镇静	［同］沉着 镇定 ［反］发慌 慌忙 慌张 慌乱 
镇静剂	［反］兴奋剂 
镇压1	［同］高压 压服 压 
镇压2	［同］明正典刑 处决 正法 行刑 
镇子	［同］市镇 集镇 镇 
阵	［同］阵子 
阵地战	［反］运动战 
阵儿	［同］阵子 一程子 晌 一向 
阵势	［同］趋势 潮流 形势 情势 
阵雨	［同］雷阵雨 雷雨 
阵子1	［同］一程子 晌 一向 阵儿 
阵子2	［同］阵 
蒸饼	［同］月饼 馅儿饼 煎饼 油饼 
蒸发	［同］挥发 跑 飞 走 
蒸气	［同］汽气流 水气 水蒸气 
蒸气锤	［同］汽锤 空气锤 气锤 
蒸气机	［同］汽机 内燃机 
蒸蒸日上	［反］江河日下 每况愈下 气息奄奄 奄奄一息 
挣命	［同］垂死挣扎 困兽犹斗 挣扎 
挣扎	［同］挣命 垂死挣扎 困兽犹斗 
睁眼1	［同］闭眼 眯眼 眨眼 飞眼 
睁眼2	［同］张眼 张目 开眼 
征兵	［同］募兵 招兵买马 招兵 
征尘	［同］风尘 烟尘 
征程	［同］道路 征途 
征伐	［同］征讨 南征北战 大兴义师 讨伐 
征候	［同］迹象 
征集1	［同］募集 采集 收集 搜集 
征集2	［同］征召 应征入伍 征募 招募 
征募	［同］招募 征集 征召 应征入伍 
征聘	［同］招聘 
征求	［同］征询 
征收	［同］征税 
征税	［同］征收 ［反］纳税 
征讨	［同］南征北战 大兴义师 讨伐 征伐 
征途	［同］征程 道路 
征询	［同］征求 
征引	［同］援引 引证 引用 摘引 
征召1	［同］应征入伍 征募 招募 征集 
征召2	［同］招兵买马 招募 招募 
争	［反］让 
争辩1	［同］声辩 申辩 答辩 辩论 
争辩2	［同］争竞 争论 争议 计较 
争吵	［同］吵 口角 吵嘴 争嘴 
争得	［同］力争 争取 
争点儿	［同］几 几乎 差一点 差点儿 
争斗1	［同］搏斗 格斗 打架 对打 
争斗2	［同］战斗 决斗 角逐 斗争 
争分夺秒	［同］分秒必争 见缝插针 只争朝夕 
争光	［反］抹黑 丢丑 出丑 
争竞	［同］争论 争议 计较 争辩 
争脸	［反］丢脸 丢人 现眼 
争论	［同］争议 计较 争辩 争竞 
争取	［同］争得 力争 
争胜	［同］夺标 夺魁 
争先	［同］尽快 快 抢 尽先 
争先恐后	［同］先发制人 先声夺人 
争议	［同］计较 争辩 争竞 争论 
争友	［同］良友 良朋 益友 诤友 
争嘴	［同］争吵 吵 口角 吵嘴 
怔忡	［同］惊悸 心悸 心跳 
整	［同］整顿 ［反］零 散 
整编	［同］改编 收编 
整地	［同］平整 平 耙 平地 
整顿	［同］整 
整儿	［同］整数 
整个	［同］全部 全体 一切 所有 
整洁	［反］褴褛 破烂 
整旧如新1	［同］修补 修缮 修葺一新 修复 
整旧如新2	［同］修旧翻新 黑钱 
整劳动力	［反］半劳动力 
整理	［同］整治 拾掇 收拾 
整年	［同］通年 常年 长年 
整票	［反］半票 
整齐	［反］杂乱 凌乱 杂沓 
整齐划一	［反］参差不齐 犬牙交错 
整钱	［反］零钱 
整数	［同］整儿 ［反］零头 零数 
整宿	［同］一宿 通宵达旦 整夜 通宵 
整套	［同］整整 全副 全份 成套 
整体1	［同］浑然一体 完整 完全 完好 ［反］局部 部分 
整体2	［同］通体 
整天	［同］终日 成日 竟日 
整天整夜	［同］日日夜夜 夜以继日 
整修	［同］修整 整治 收拾 修理 
整夜	［同］日日夜夜 夜以继日 
整整	［同］全副 全份 成套 整套 
整枝	［同］打杈 
整治1	［同］拾掇 收拾 整理 
整治2	［同］收拾 修补 修理 修整 
整治3	［同］收拾 修理 整修 修整 
整装	［同］治装 束装 
拯	［同］搭救 解救 拯救 救 
拯救	［同］救 拯 搭救 解救 
正1	［同］端正 周正 平正 方正 ［反］反 
正2	［同］在 方 正在 
正本	［同］原本 底本 底册蓝本 ［反］副本 
正本清源	［同］澄清 弄清 
正比	［同］正比例 ［反］反比 
正比例	［同］正比 ［反］反比例 
正编	［同］续编 新编 汇编 缀编 
正常	［反］异常 失常 反常 紊乱 错乱 
正衬	［反］反衬 
正催化剂	［反］负催化剂 
正大	［反］鬼祟 
正旦	［同］元春 元朔 岁朝 岁旦 
正当年	［同］年轻 青春 
正当中	［同］当中间 正中 当中 居中 
正道	［同］正轨 正路 ［反］邪路 邪道 
正点	［同］准时 ［反］晚点 误点 
正电	［同］阳电 电 ［反］负电 
正殿	［反］配殿 
正多边形	［同］正多角形 
正多角形	［同］正多边形 
正法	［同］行刑 镇压 明正典刑 处决 
正方	［同］见方 四方 四四方方 方 
正房	［反］厢房 
正轨	［同］正路 正道 
正果	［同］得道 
正号	［反］负号 
正红	［同］大红 绯红 品红 绛红 
正襟危坐1	［同］端坐 
正襟危坐2	［同］肃然起敬 毕恭毕敬 相敬如宾 举案齐眉 
正襟危坐3	［同］一本正经 面孔铁板 凛若冰霜 声色俱厉 
正经事儿	［同］正事 
正楷	［同］楷体 楷书 正书 真书 
正理	［同］公理 ［反］歪理 
正路	［同］正道 正轨 ［反］邪路 邪道 
正论	［同］通论 高论 公论 
正门	［反］后门 旁门 侧门 角门 
正面	［反］反面 背面 
正面人物	［反］反面人物 
正面图	［同］主视图 正视图 
正南	［同］阳 南 南方 南边 
正派	［同］正直 庄重 公正 端正 
正片	［同］影片 片子 拷贝 
正品	［反］副品 
正气	［反］邪气 
正取	［同］备取 ［反］备取 
正确	［反］错误 荒谬 
正人君子	［同］仁人志士 志士仁人 谦谦君子 仁人君子 
正三角形	［同］等边三角形 
正色	［同］彩色 一色 ［反］杂色 间色 
正史	［同］信史 国史 ［反］野史 稗史 别史 
正事	［同］正经事儿 
正室	［反］偏房 侧室 
正视	［同］正眼相看 目不斜视 
正视图	［同］正面图 主视图 ［反］侧视图 
正书	［同］真书 正楷 楷体 楷书 
正数	［反］负数 
正税	［反］杂税 
正题	［同］本题 主题 
正体	［同］正字 标准字形 
正统	［反］异端 
正文	［同］本文 白文 ［反］注解 注释 附录 
正午	［同］午 晌午 亭午 中午 ［反］半夜 夜半 午夜 子夜 
正误表	［同］勘误表 
正西	［同］右 西 西方 
正凶	［同］主犯 要犯 首恶 元恶 ［反］胁从 帮凶 
正言	［同］直言 
正言厉色	［反］巧言令色 
正颜厉色	［反］和颜悦色 
正眼相看	［同］目不斜视 正视 
正义	［同］公道 公平 持平 公正 
正音	［同］标准音 国音 
正月	［同］新正 元月 端月 陬月 
正在	［同］正 在 方 
正直1	［同］耿直 刚直 刚正 方正 ［反］邪恶 
正直2	［同］庄重 公正 端正 正派 
正中	［同］当中 居中 正当中 当中间 
正字	［同］标准字形 正体 ［反］错字 俗字 别字 白字 
政	［同］事宜 事情 事 务 
政变	［同］兵变 
政柄	［同］大权 国柄 统治权 政权 
政府	［同］内阁 阁 当局 
政局	［同］战局 僵局 残局 世局 
政令	［同］法令 功令 
政权1	［同］政柄 大权 国柄 统治权 
政权2	［同］政权机关 
政权机关	［同］政权 
政事	［同］政务 
政务	［同］政事 
政治骗子	［同］江湖骗子 骗子 拐子 诈骗犯 
症候	［同］病症 病象 症状 
症结	［同］关节 节骨眼 要点 关键 
症状	［同］症候 病症 病象 
郑卫之音	［同］桑间濮上之音 靡靡之音 
郑重	［同］郑重其事 慎重 ［反］轻率 鲁莽 冒失 莽撞 
郑重其事	［同］慎重 郑重 
证	［同］证书 证明 证明书 证件 
证件	［同］证 证书 证明 证明书 
证据1	［同］凭信 凭证 凭据 凭单 
证据2	［同］左证 凭证 凭据 信物 
